word	level	grade	pos	meaning	meaningAlt	synonyms	tags	freq	example	exampleKo	image
bring	2	elementary_4	verb	가져오다			daily	high	Please bring your book.	네 책을 가져오세요.
carry	2	elementary_4	verb	나르다			daily	mid	I carry the heavy bag.	나는 무거운 가방을 나른다.
catch	2	elementary_4	verb	잡다			motion	high	Catch the ball with two hands.	두 손으로 공을 잡아라.
throw	2	elementary_4	verb	던지다			motion	high	Do not throw the knife.	칼을 던지지 마라.
climb	2	elementary_4	verb	오르다			motion	mid	We climb the stairs slowly.	우리는 계단을 천천히 오른다.
swim	2	elementary_4	verb	수영하다			motion	high	Fish swim in the river.	물고기가 강에서 수영한다.
draw	2	elementary_4	verb	그리다			daily	high	I draw a big tree.	나는 큰 나무를 그린다.
listen	2	elementary_4	verb	듣다			daily	high	Listen to the teacher.	선생님의 말을 들어라.
learn	2	elementary_4	verb	배우다			daily	high	We learn English at school.	우리는 학교에서 영어를 배운다.
teach	2	elementary_4	verb	가르치다			daily	high	My aunt teaches music.	우리 이모는 음악을 가르친다.
help	2	elementary_4	verb	돕다			daily	high	I help my mom every day.	나는 매일 엄마를 돕는다.
wash	2	elementary_4	verb	씻다			daily	high	Wash your hands now.	지금 손을 씻어라.
buy	2	elementary_4	verb	사다			daily	high	I buy bread every morning.	나는 매일 아침 빵을 산다.
sell	2	elementary_4	verb	팔다			daily	mid	They sell fresh fruit.	그들은 신선한 과일을 판다.
find	2	elementary_4	verb	찾다			daily	high	I cannot find my pencil.	나는 내 연필을 찾을 수 없다.
wait	2	elementary_4	verb	기다리다			daily	high	Please wait for me.	나를 기다려 주세요.
visit	2	elementary_4	verb	방문하다			daily	mid	We visit the museum today.	우리는 오늘 박물관을 방문한다.
share	2	elementary_4	verb	나누다			daily	mid	Let us share the cake.	케이크를 나누자.
remember	2	elementary_4	verb	기억하다			daily	high	I remember your name.	나는 네 이름을 기억한다.
forget	2	elementary_4	verb	잊다			daily	high	Do not forget your bag.	가방을 잊지 마라.
practice	2	elementary_4	verb	연습하다			daily	mid	I practice the piano daily.	나는 매일 피아노를 연습한다.
travel	2	elementary_4	verb	여행하다			daily	mid	We travel by train.	우리는 기차로 여행한다.
watch	2	elementary_4	verb	지켜보다		look	daily	high	I watch the birds quietly.	나는 새들을 조용히 지켜본다.
glad	2	elementary_4	adjective	기쁜		happy	emotion	mid	I am glad to see you.	나는 너를 만나서 기쁘다.	
hard	2	elementary_4	adjective	단단한	어려운	difficult	quality	high	The ice is very hard.	그 얼음은 매우 단단하다.	
