word	level	grade	pos	meaning	meaningAlt	synonyms	tags	freq	example	exampleKo	image
dessert	9	middle_2	noun	후식			food|meal	high	We ate cake for dessert.	우리는 후식으로 케이크를 먹었다.
meal	9	middle_2	noun	식사			food|meal	high	This meal is healthy and delicious.	이 식사는 건강하고 맛있다.
appetite	9	middle_2	noun	입맛			food|health	mid	My appetite returned after the disease.	그 질병 후에 내 입맛이 돌아왔다.
universe	9	middle_2	noun	우주			science|nature	mid	The universe contains many stars.	우주는 많은 별을 담고 있다.
planet	9	middle_2	noun	행성			science|nature	high	This planet has no water.	이 행성에는 물이 없다.
gravity	9	middle_2	noun	중력			science	mid	Gravity pulls the apple to the ground.	중력이 사과를 땅으로 당긴다.
surface	9	middle_2	noun	표면			science|place	high	The surface of the moon is cold.	달의 표면은 차갑다.
liquid	9	middle_2	noun	액체			science	mid	Water is a common liquid.	물은 흔한 액체다.
solid	9	middle_2	noun	고체			science	mid	Ice is the solid of water.	얼음은 물의 고체다.
gas	9	middle_2	noun	기체			science	mid	This gas has no color.	이 기체는 색이 없다.
oxygen	9	middle_2	noun	산소			science|health	mid	Every animal needs oxygen to breathe.	모든 동물은 숨쉬기 위해 산소가 필요하다.
mineral	9	middle_2	noun	광물			science|nature	mid	This rock contains a rare mineral.	이 바위는 드문 광물을 담고 있다.
cell	9	middle_2	noun	세포			science|body	mid	Every plant is made of cells.	모든 식물은 세포로 만들어졌다.
bacteria	9	middle_2	noun	세균			science|health	mid	Wash your hands to remove bacteria.	세균을 제거하려면 손을 씻어라.
probably	9	middle_2	adverb	아마			thought|time	high	He will probably arrive late.	그는 아마 늦게 도착할 것이다.
certainly	9	middle_2	adverb	틀림없이			thought	high	She certainly knows the correct answer.	그녀는 틀림없이 옳은 답을 안다.
exactly	9	middle_2	adverb	정확히			thought|quantity	high	Tell me exactly what happened.	무슨 일이 있었는지 정확히 말해 줘.
especially	9	middle_2	adverb	특히			thought	high	This soup is especially delicious today.	이 수프는 오늘 특히 맛있다.
recently	9	middle_2	adverb	최근에			time	high	I recently joined the science club.	나는 최근에 과학 동아리에 들어갔다.
immediately	9	middle_2	adverb	즉시			time	high	Call the doctor immediately.	즉시 의사를 불러라.
eventually	9	middle_2	adverb	결국			time	mid	Eventually the storm passed.	결국 폭풍이 지나갔다.
rarely	9	middle_2	adverb	좀처럼			time	mid	It rarely snows in this village.	이 마을에는 좀처럼 눈이 오지 않는다.
frequently	9	middle_2	adverb	빈번히			time	mid	He frequently visits the library.	그는 빈번히 도서관을 방문한다.
quickly	9	middle_2	adverb	빠르게			speed|daily	high	Finish your homework quickly.	숙제를 빠르게 끝내라.
carefully	9	middle_2	adverb	조심스럽게			quality|safety	high	Carry the glass bowl carefully.	유리 그릇을 조심스럽게 나르라.
clearly	9	middle_2	adverb	명확하게			speech|quality	high	Explain your opinion clearly.	네 의견을 명확하게 설명해라.
perhaps	9	middle_2	adverb	어쩌면			thought	high	Perhaps the weather will improve.	어쩌면 날씨가 좋아질 것이다.
