word	level	grade	pos	meaning	meaningAlt	synonyms	tags	freq	example	exampleKo	image
write	1	elementary_3	verb	쓰다			daily	high	Please write your name here.	여기에 이름을 쓰세요.
play	1	elementary_3	verb	놀다			daily	high	The children play outside.	아이들이 밖에서 논다.
sing	1	elementary_3	verb	노래하다			daily	high	We sing a happy song.	우리는 즐거운 노래를 부른다.
open	1	elementary_3	verb	열다			daily	high	Please open the window.	창문을 열어 주세요.
close	1	elementary_3	verb	닫다			daily	high	Close the door, please.	문을 닫아 주세요.
look	1	elementary_3	verb	보다		watch	daily	high	Look at the big tree.	그 큰 나무를 보아라.
big	1	elementary_3	adjective	큰		large	size	high	An elephant is very big.	코끼리는 매우 크다.
small	1	elementary_3	adjective	작은		little	size	high	This bag is too small.	이 가방은 너무 작다.
tall	1	elementary_3	adjective	키가 큰			size	high	My brother is very tall.	내 남자 형제는 키가 매우 크다.
short	1	elementary_3	adjective	짧은	키가 작은		size	high	Her hair is short now.	그녀의 머리카락은 이제 짧다.
fast	1	elementary_3	adjective	빠른		quick	speed|quality	high	A cheetah is very fast.	치타는 매우 빠르다.
slow	1	elementary_3	adjective	느린			speed|quality	high	The turtle is slow.	거북이는 느리다.
hot	1	elementary_3	adjective	뜨거운			weather|temperature	high	The soup is very hot.	그 수프는 매우 뜨겁다.
cold	1	elementary_3	adjective	차가운	추운		weather|temperature	high	The water is very cold.	그 물은 매우 차갑다.
happy	1	elementary_3	adjective	행복한		glad	emotion	high	I am happy today.	나는 오늘 행복하다.
sad	1	elementary_3	adjective	슬픈			emotion	high	She looks sad now.	그녀는 지금 슬퍼 보인다.
good	1	elementary_3	adjective	좋은			quality	high	This is a good idea.	이것은 좋은 생각이다.
bad	1	elementary_3	adjective	나쁜			quality	high	Too much candy is bad.	사탕을 너무 많이 먹는 것은 나쁘다.
new	1	elementary_3	adjective	새로운			quality	high	I have a new pencil.	나는 새 연필이 있다.
old	1	elementary_3	adjective	오래된	낡은|늙은		quality	high	This is an old house.	이것은 오래된 집이다.
house	1	elementary_3	noun	집			place	high	Our house has a garden.	우리 집에는 정원이 있다.
car	1	elementary_3	noun	자동차			thing	high	My dad washes the car.	우리 아빠는 자동차를 세차한다.
ball	1	elementary_3	noun	공			thing	high	He kicks the ball hard.	그는 공을 세게 찬다.
sun	1	elementary_3	noun	해(태양)			nature	high	The sun is very bright.	해가 매우 밝다.
moon	1	elementary_3	noun	달(하늘)			nature	high	The moon is round tonight.	오늘 밤 달이 둥글다.
star	1	elementary_3	noun	별			nature	high	I can see one star.	나는 별 하나를 볼 수 있다.
tree	1	elementary_3	noun	나무			nature	high	The tree is very old.	그 나무는 매우 오래되었다.
flower	1	elementary_3	noun	꽃			nature	high	This flower smells sweet.	이 꽃은 달콤한 냄새가 난다.
rain	1	elementary_3	noun	비			weather	high	The rain falls all day.	비가 하루 종일 내린다.
snow	1	elementary_3	noun	눈(날씨)			weather	high	The snow covers the road.	눈이 길을 덮는다.
day	1	elementary_3	noun	하루	날		time	high	I read every day.	나는 매일 읽는다.
night	1	elementary_3	noun	밤			time	high	Owls hunt at night.	올빼미는 밤에 사냥한다.
little	1	elementary_3	adjective	작은		small	size	high	The little bird sings well.	그 작은 새는 노래를 잘한다.	
toy	1	elementary_3	noun	장난감			thing	high	My toy is under the desk.	내 장난감은 책상 아래에 있다.	
box	1	elementary_3	noun	상자			thing	high	The box is very heavy.	그 상자는 매우 무겁다.	
clock	1	elementary_3	noun	시계			thing	high	The clock on the wall is new.	벽에 있는 시계는 새것이다.	
door	1	elementary_3	noun	문			thing	high	Please close the door.	문을 닫아 주세요.	
window	1	elementary_3	noun	창문			thing	high	Open the window, please.	창문을 열어 주세요.	
