word	level	grade	pos	meaning	meaningAlt	synonyms	tags	freq	example	exampleKo	image
reduce	5	elementary_6	verb	줄이다			study	high	We reduce our plastic use.	우리는 플라스틱 사용을 줄인다.
create	5	elementary_6	verb	창조하다			study	high	Artists create beautiful work.	예술가들은 아름다운 작품을 창조한다.
produce	5	elementary_6	verb	생산하다			study	high	This farm produces fresh milk.	이 농장은 신선한 우유를 생산한다.
provide	5	elementary_6	verb	제공하다			study	high	The school provides free lunch.	그 학교는 무료 점심을 제공한다.
receive	5	elementary_6	verb	받다			daily	high	I receive a letter today.	나는 오늘 편지를 받는다.
accept	5	elementary_6	verb	받아들이다			daily	high	Please accept my apology.	내 사과를 받아들여 주세요.
refuse	5	elementary_6	verb	거절하다			daily	mid	She refuses the second cake.	그녀는 두 번째 케이크를 거절한다.
allow	5	elementary_6	verb	허락하다			daily	high	My parents allow one hour.	우리 부모는 한 시간을 허락한다.
avoid	5	elementary_6	verb	피하다			daily	high	Avoid the deep water.	깊은 물을 피해라.
appear	5	elementary_6	verb	나타나다			daily	high	A rainbow appears after rain.	비가 온 뒤 무지개가 나타난다.
disappear	5	elementary_6	verb	사라지다			daily	mid	The fog disappears in the morning.	안개는 아침에 사라진다.
happen	5	elementary_6	verb	발생하다			daily	high	What happens next?	다음에 무슨 일이 발생하니?
succeed	5	elementary_6	verb	성공하다			study	mid	You succeed after many tries.	너는 여러 번 시도한 후에 성공한다.
cause	5	elementary_6	verb	일으키다			study	high	Storms cause many problems.	폭풍은 많은 문제를 일으킨다.
express	5	elementary_6	verb	표현하다			study	mid	Express your idea clearly.	네 생각을 분명히 표현해라.
respect	5	elementary_6	verb	존중하다			society	mid	We respect other cultures.	우리는 다른 문화를 존중한다.
support	5	elementary_6	verb	지지하다			society	high	My family supports my dream.	우리 가족은 내 꿈을 지지한다.
prevent	5	elementary_6	verb	막다			health	mid	Clean hands prevent sickness.	깨끗한 손은 병을 막는다.
possible	5	elementary_6	adjective	가능한			quality	high	A perfect score is possible.	만점은 가능하다.
impossible	5	elementary_6	adjective	불가능한			quality	high	Nothing is impossible today.	오늘은 불가능한 것이 없다.
similar	5	elementary_6	adjective	비슷한			quality	high	These two words are similar.	이 두 단어는 비슷하다.
different	5	elementary_6	adjective	다른			quality	high	Every child is different.	모든 아이는 다르다.
common	5	elementary_6	adjective	흔한			quality	high	Rain is common in summer.	비는 여름에 흔하다.
rare	5	elementary_6	adjective	드문			quality	mid	Snow is rare in this city.	눈은 이 도시에서 드물다.
ancient	5	elementary_6	adjective	고대의			quality	mid	This is an ancient village.	이것은 고대의 마을이다.
modern	5	elementary_6	adjective	현대의			quality	high	The museum has modern art.	그 박물관에는 현대 미술이 있다.
natural	5	elementary_6	adjective	자연스러운			quality	high	Her smile is natural.	그녀의 미소는 자연스럽다.
serious	5	elementary_6	adjective	심각한			quality	high	This problem is serious.	이 문제는 심각하다.
polite	5	elementary_6	adjective	예의 바른			quality	mid	He is polite to his neighbor.	그는 이웃에게 예의 바르다.
honest	5	elementary_6	adjective	정직한			quality	mid	An honest answer helps everyone.	정직한 답은 모두를 돕는다.
patient	5	elementary_6	adjective	참을성 있는			quality	mid	A patient teacher waits quietly.	참을성 있는 선생님은 조용히 기다린다.
curious	5	elementary_6	adjective	호기심 많은			quality	mid	The curious child asks questions.	그 호기심 많은 아이는 질문을 한다.
creative	5	elementary_6	adjective	창의적인			quality	mid	Her idea is creative.	그녀의 생각은 창의적이다.
active	5	elementary_6	adjective	활발한			quality	mid	The active puppy runs all day.	그 활발한 강아지는 하루 종일 달린다.
healthy	5	elementary_6	adjective	건강한			health	high	Fresh food keeps you healthy.	신선한 음식은 너를 건강하게 유지한다.
sick	5	elementary_6	adjective	아픈			health	high	The sick child stays home.	그 아픈 아이는 집에 있는다.
get up	5	elementary_6	verb_phrase	일어나다			phrase|daily	high	I get up at six every day.	나는 매일 여섯 시에 일어난다.
put on	5	elementary_6	verb_phrase	입다			phrase|clothes	high	Put on your warm coat.	따뜻한 외투를 입어라.
take off	5	elementary_6	verb_phrase	벗다			phrase|clothes	high	Take off your wet socks.	젖은 양말을 벗어라.
turn on	5	elementary_6	verb_phrase	켜다			phrase|daily	high	Turn on the computer, please.	컴퓨터를 켜 주세요.
turn off	5	elementary_6	verb_phrase	끄다			phrase|daily	high	Turn off the light at night.	밤에 불을 꺼라.
give up	5	elementary_6	verb_phrase	포기하다			phrase|study	high	Do not give up so soon.	그렇게 빨리 포기하지 마라.
look after	5	elementary_6	verb_phrase	돌보다			phrase|family	high	She looks after her baby brother.	그녀는 아기 남동생을 돌본다.
look for	5	elementary_6	verb_phrase	찾아보다			phrase|daily	high	I look for my lost ticket.	나는 잃어버린 표를 찾아본다.
find out	5	elementary_6	verb_phrase	알아내다			phrase|study	high	We find out the answer together.	우리는 함께 답을 알아낸다.
take care of	5	elementary_6	verb_phrase	보살피다			phrase|family	high	Please take care of my plant.	내 식물을 보살펴 주세요.
