word	level	grade	pos	meaning	meaningAlt	synonyms	tags	freq	example	exampleKo	image
protect	4	elementary_5	verb	보호하다			daily	mid	We protect the young birds.	우리는 어린 새들을 보호한다.
repeat	4	elementary_5	verb	반복하다			study	mid	Repeat the word after me.	내 뒤에 그 단어를 반복해라.
compare	4	elementary_5	verb	비교하다			study	mid	Compare these two answers.	이 두 답을 비교해라.
measure	4	elementary_5	verb	재다			study	mid	Measure the desk with a ruler.	자로 책상을 재어라.
guess	4	elementary_5	verb	짐작하다			study	mid	Guess the answer first.	먼저 답을 짐작해라.
imagine	4	elementary_5	verb	상상하다			study	mid	Imagine a quiet island.	조용한 섬을 상상해라.
invent	4	elementary_5	verb	발명하다			study	mid	They invent a small robot.	그들은 작은 로봇을 발명한다.
discover	4	elementary_5	verb	발견하다			study	mid	We discover a new cave.	우리는 새 동굴을 발견한다.
solve	4	elementary_5	verb	풀다			study	high	Solve the problem slowly.	그 문제를 천천히 풀어라.
save	4	elementary_5	verb	구하다			daily	high	They save the little dog.	그들은 그 작은 개를 구한다.
spend	4	elementary_5	verb	소비하다			daily	high	I spend my money on books.	나는 책에 내 돈을 쓴다.
problem	4	elementary_5	noun	문제			study	high	This problem is difficult.	이 문제는 어렵다.
idea	4	elementary_5	noun	생각			study	high	Your idea is very good.	네 생각은 매우 좋다.
reason	4	elementary_5	noun	이유			study	high	Tell me the reason, please.	이유를 말해 주세요.
chance	4	elementary_5	noun	기회			study	mid	This is your last chance.	이것이 네 마지막 기회다.
dream	4	elementary_5	noun	꿈			study	high	My dream is to be a doctor.	내 꿈은 의사가 되는 것이다.
story	4	elementary_5	noun	이야기			study	high	The story is very funny.	그 이야기는 매우 재미있다.
news	4	elementary_5	noun	소식			study	high	The news makes us happy.	그 소식은 우리를 행복하게 만든다.
plan	4	elementary_5	noun	계획			study	high	Our plan is very simple.	우리 계획은 매우 간단하다.
rule	4	elementary_5	noun	규칙			study	high	Every game has a rule.	모든 게임에는 규칙이 있다.
team	4	elementary_5	noun	팀			group	high	My team wins the contest.	우리 팀이 그 대회에서 이긴다.
member	4	elementary_5	noun	회원			group	mid	Every member brings a book.	모든 회원이 책을 가져온다.
contest	4	elementary_5	noun	대회			group	mid	The singing contest is today.	노래 대회가 오늘이다.
prize	4	elementary_5	noun	상(상품)			group	mid	She wins the first prize.	그녀가 1등 상을 받는다.
ticket	4	elementary_5	noun	표			thing	high	I buy two tickets.	나는 표 두 장을 산다.
map	4	elementary_5	noun	지도			thing	high	Look at the map carefully.	지도를 조심히 보아라.
letter	4	elementary_5	noun	편지			thing	high	I write a letter to grandmother.	나는 할머니에게 편지를 쓴다.
message	4	elementary_5	noun	메시지			thing	high	Leave a short message.	짧은 메시지를 남겨라.
important	4	elementary_5	adjective	중요한			quality	high	Sleep is important for children.	잠은 아이에게 중요하다.
famous	4	elementary_5	adjective	유명한			quality	high	This beach is famous.	이 해변은 유명하다.
popular	4	elementary_5	adjective	인기 있는			quality	high	The song is popular now.	그 노래는 지금 인기 있다.
special	4	elementary_5	adjective	특별한			quality	high	Today is a special day.	오늘은 특별한 날이다.
simple	4	elementary_5	adjective	간단한			quality	high	The rule is simple.	그 규칙은 간단하다.
careful	4	elementary_5	adjective	조심하는			quality	high	Be careful on the wet floor.	젖은 바닥에서 조심해라.
dangerous	4	elementary_5	adjective	위험한			quality	high	The deep river is dangerous.	그 깊은 강은 위험하다.
safe	4	elementary_5	adjective	안전한			quality	high	This road is safe for children.	이 길은 아이들에게 안전하다.
useful	4	elementary_5	adjective	유용한			quality	mid	A map is useful on a trip.	지도는 여행에서 유용하다.
terrible	4	elementary_5	adjective	끔찍한			quality	mid	The storm was terrible.	그 폭풍은 끔찍했다.
perfect	4	elementary_5	adjective	완벽한			quality	high	Your answer is perfect.	네 답은 완벽하다.
